planet_name,orbital_period_days,transit_midpoint_bjd,transit_duration_hrs,transit_depth_ppm,planet_radius_earth,equilibrium_temp_k,insolation_earthflux,stellar_teff_k,stellar_radius_sun,stellar_logg_cgs,ra_deg,dec_deg,source
K04009.01,175.13892,296.03778,10.767,634.5,3.06,346.0,3.39,5497.0,1.241,4.243,283.3457,45.27446,Kepler
K07844.01,1.302061421,132.56436,1.8238,1046.1,92.86,3345.0,29636.26,7757.0,2.783,3.837,294.96756,43.277409,Kepler
K01768.01,55.25178622,144.456513,6.094,39874.0,27.32,444.0,9.15,5793.0,0.832,4.561,289.68658,39.297199,Kepler
K01757.01,5.548250634,133.219686,6.06772,42873.0,21.49,1088.0,331.99,6124.0,1.028,4.455,295.88867,39.911301,Kepler
K01775.01,4.442520831,133.607376,2.4779,531.5,3.98,1392.0,889.36,6496.0,1.33,4.272,288.4743,40.085678,Kepler
K01936.01,1.339670241,132.16786,1.895,28.6,1.27,3448.0,33385.02,8867.0,2.245,3.988,297.19012,40.027969,Kepler
K01777.01,2.685223546,133.731821,4.0632,5494.6,28.98,1111.0,360.92,5552.0,0.719,4.62,294.83679,40.265598,Kepler
K02203.01,1.99042642,132.71317,3.083,133.8,1.17,1539.0,1327.48,6198.0,1.005,4.464,292.60025,37.832069,Kepler
K02207.01,67.230028,171.7451,25.01,379.1,2.44,482.0,12.79,6157.0,1.016,4.418,296.4201,42.936989,Kepler
K02211.01,0.805259637,132.100758,0.9779,341.8,1.93,2115.0,4732.34,6257.0,1.022,4.454,290.12604,41.59943,Kepler
K02050.01,75.3787816,167.10798,5.268,387.7,1.6,360.0,3.97,5061.0,0.841,4.488,297.63519,41.641869,Kepler
K02231.01,2.464160779,131.92201,2.427,116.7,36.93,1709.0,2018.62,5238.0,1.883,3.84,292.6597,42.272831,Kepler
K07823.01,0.566781152,131.85715,3.995,133.4,0.54,1090.0,337.1,3725.0,0.46,4.787,291.60602,42.70372,Kepler
K03936.02,13.0267964,139.14777,0.785,356.6,2.08,643.0,40.51,5083.0,0.844,4.512,297.57712,40.02771,Kepler
K03937.01,4.93129874,134.82009,1.8626,676.1,21.42,944.0,187.36,5457.0,0.779,4.508,291.76056,42.92392,Kepler
K03938.01,5.59187448,132.87618,1.6782,236.4,104.18,4793.0,124810.93,3915.0,58.325,1.173,295.29874,38.930496,Kepler
K03939.01,1.88665445,132.3531,1.343,2098.0,43.81,1794.0,2453.86,6296.0,1.249,4.247,294.0282,46.201771,Kepler
K03940.01,14.53682228,132.36831,3.195,1032.3,73.15,1596.0,1534.06,4946.0,5.855,2.819,294.31287,40.319721,Kepler
K07833.01,172.820248,302.0399,7.343,549.3,2.22,338.0,3.08,6174.0,0.939,4.499,296.78555,42.880291,Kepler
K04010.01,1.72853003,131.80572,3.819,99.1,2.43,2492.0,9100.75,6701.0,2.237,3.882,295.50217,40.409943,Kepler
K04011.01,2.19068738,132.01727,4.41,66.3,1.68,2017.0,3913.33,6208.0,1.975,3.973,295.05322,50.34774,Kepler
K04012.01,372.16478,233.7717,11.288,2074.0,5.68,279.0,1.44,6194.0,1.129,4.415,286.54303,44.509621,Kepler
K04013.01,0.947730124,132.39338,1.1171,152.5,2.82,3914.0,55681.21,9464.0,2.184,4.116,290.74661,39.91103,Kepler
K04014.01,234.240739,210.8122,12.925,464.1,3.41,329.0,2.77,5814.0,1.248,4.269,286.94971,45.353828,Kepler
K07845.01,341.01495,448.7233,5.12,386.0,1.72,234.0,0.71,5327.0,0.896,4.456,283.92191,43.37075,Kepler
K01755.01,6.14631207,132.74983,3.803,891.1,4.79,1260.0,594.72,6726.0,1.31,4.335,298.29898,40.470329,Kepler
K01991.01,27.36432337,143.46464,3.545,2282.5,39.49,659.0,44.5,6167.0,1.107,4.428,299.18491,40.484371,Kepler
K01836.01,10.26231992,133.20719,3.568,813.9,1.98,509.0,15.89,4316.0,0.54,4.709,298.46799,40.516678,Kepler
K01778.01,1.519529227,132.55256,5.1675,8372.5,11.12,1653.0,1766.31,6033.0,1.046,4.46,290.51465,40.693001,Kepler
K01780.01,6.487525901,137.625165,2.4536,20209.0,21.23,593.0,29.11,4481.0,0.485,4.763,292.55685,40.638191,Kepler
K07813.01,0.56676437,131.8708,2.326,76.5,0.92,2267.0,6222.58,6039.0,1.005,4.478,291.39743,42.61702,Kepler
K02234.01,2.35197616,131.90696,5.304,268.0,21.19,1444.0,1025.78,6147.0,1.003,4.463,284.6947,46.372589,Kepler
K02235.01,0.861643331,131.80744,2.4318,232.5,1.88,1613.0,1599.85,5506.0,0.688,4.596,282.21646,43.93359,Kepler
K02239.01,12.1097626,140.74725,10.174,113.9,1.09,681.0,50.68,5437.0,0.739,4.547,296.42896,39.133759,Kepler
K02240.01,63.909601,136.6718,11.85,143.0,0.76,351.0,3.57,5227.0,0.643,4.668,290.88684,47.326679,Kepler
K02244.01,19.7352868,138.58362,5.097,319.4,49.24,743.0,72.08,6329.0,1.045,4.44,295.54919,47.72657,Kepler
K07824.01,0.566799125,131.81289,3.072,30.7,0.56,2299.0,6590.95,6063.0,1.004,4.451,291.64459,42.722351,Kepler
K02135.02,20.1890396,142.19429,6.251,112.1,1.39,794.0,93.89,6178.0,1.267,4.269,296.80344,46.74115,Kepler
K03941.01,1.061935973,131.723748,3.3177,337.9,24.17,1961.0,3479.87,6274.0,1.062,4.434,288.90982,44.60836,Kepler
K03942.01,1.485898163,132.74414,2.446,224.6,14.96,1272.0,620.65,5088.0,0.727,4.559,282.54819,41.334431,Kepler
K03943.01,38.5763483,167.85725,19.861,282.1,2.05,619.0,34.77,6167.0,1.221,4.333,290.87228,43.333,Kepler
K03944.01,1.845610523,131.80574,2.337,374.1,77.83,2502.0,9283.04,5974.0,2.978,3.639,298.69202,39.984039,Kepler
K07834.01,7.3812344,137.5646,2.802,104.5,1.0,944.0,187.24,6072.0,0.923,4.51,292.94757,42.904308,Kepler
K04015.01,133.303247,167.76042,7.342,1017.5,2.67,301.0,1.94,5064.0,0.864,4.474,284.21942,44.268539,Kepler
K04016.01,125.4132302,195.62605,2.3241,1345.0,3.14,266.0,1.18,4641.0,0.747,4.557,283.34448,41.20174,Kepler
K04017.01,21.5702917,137.2647,40.4,148.7,29.53,888.0,146.81,6070.0,1.628,3.983,297.13824,44.378078,Kepler
K04018.01,0.868723418,132.08264,1.4617,197.1,1.87,1998.0,3776.5,5761.0,1.046,4.331,293.35101,40.059711,Kepler
K00266.01,25.30893566,171.50611,5.7704,153.7,1.77,710.0,60.2,5949.0,1.292,4.272,295.40433,42.981422,Kepler
K00065.01,27.25471993,176.52949,0.73,,,,,,,,297.39066,47.223869,Kepler
K00383.01,34.10787519,183.56881,4.1,,,,,,,,291.52365,38.40519,Kepler
K00860.01,16.61474421,177.04832,2.77,,,,,,,,288.24796,42.10746,Kepler
K01789.01,1.412526202,131.70353,5.49,150.3,36.77,3001.0,19160.84,8468.0,1.91,4.114,299.38208,40.758141,Kepler
K01956.01,2.759573341,131.71354,6.999,382.0,6.42,1198.0,487.37,5640.0,0.863,4.52,298.0607,40.960732,Kepler
K01834.01,3.79188234,134.1344,2.15,417.0,1.95,1201.0,492.81,6171.0,0.91,4.495,295.15802,41.047871,Kepler
K01995.01,14.38724729,131.85133,1.9078,1914.1,29.24,725.0,65.41,5830.0,0.859,4.479,284.87454,41.203651,Kepler
K01855.01,58.4302648,168.30179,7.18,1849.5,3.45,300.0,1.91,4338.0,0.609,4.643,299.62198,41.212509,Kepler
K07814.01,0.566717263,131.9699708,2.6079,18.5,0.43,2096.0,4581.82,5544.0,0.957,4.438,291.58408,42.622181,Kepler
K02249.01,13.37935853,140.92523,8.809,353.5,6.65,1395.0,896.56,6739.0,2.702,3.712,295.54712,39.861759,Kepler
K02251.01,13.26255423,136.29135,4.65,916.4,3.55,766.0,81.56,5973.0,0.935,4.506,299.34885,40.621319,Kepler
K02254.01,20.5696575,140.25123,4.263,401.5,28.96,650.0,42.09,6098.0,0.838,4.562,287.80338,40.890228,Kepler
K02258.01,4.52342256,135.46854,2.531,219.0,1.7,1195.0,482.25,6211.0,1.058,4.437,298.35513,40.049938,Kepler
K02054.01,22.32423657,134.44763,3.669,1299.3,4.56,611.0,32.87,5648.0,0.912,4.489,292.63052,45.574219,Kepler
K03945.01,0.723947772,132.06247,2.125,242.7,52.16,3192.0,24641.6,5160.0,2.897,3.424,292.52948,38.282848,Kepler
K03946.01,308.544422,296.0738,18.503,586.8,3.28,330.0,2.81,6325.0,1.349,4.274,295.97556,44.713451,Kepler
K03947.01,0.905679492,132.196318,2.1164,2299.0,35.74,1882.0,2950.42,5780.0,1.0,4.438,289.27658,41.259754,Kepler
K03947.02,22.735911,144.077,42.435,2311.0,5.07,643.0,40.32,5780.0,1.0,4.438,289.27658,41.259754,Kepler
K03948.01,0.909310626,131.725419,3.4411,12127.0,48.79,2130.0,4889.6,6370.0,1.106,4.41,292.69489,41.336418,Kepler
K03949.01,0.648774274,131.74545,2.643,231.0,1.08,1659.0,1795.83,5026.0,0.729,4.557,283.75253,40.842369,Kepler
K00562.01,32.63286247,177.22208,3.08,,,,,,,,288.63629,42.138191,Kepler
K00364.01,173.92851338,223.7546088,2.64,,,,,,,,295.87231,42.881149,Kepler
K00879.01,25.64384513,177.41892,5.05,,,,,,,,287.99161,42.933769,Kepler
K00885.01,25.58546721,177.07745,2.28,,,,,,,,289.11868,43.077389,Kepler
K00589.01,17.47702,186.5568,54.52,138.3,0.93,676.0,49.24,6116.0,0.782,4.579,288.6496,46.597752,Kepler
K00594.01,16.88954693,183.15557,3.41,,,,,,,,294.98788,47.21986,Kepler
K00962.01,26.77891391,186.20963,3.12,,,,,,,,300.46063,45.01384,Kepler
K00973.01,13.33386985,263.78932,6.51,,,,,,,,296.08609,51.127041,Kepler
K01026.01,94.10628163,184.9905063,17.21,,,,,,,,286.40833,37.426762,Kepler
K01027.01,14.71266408,366.02309,4.21,,,,,,,,287.20215,37.94825,Kepler
K01131.01,0.696125302,354.767068,2.0054,14966.0,28.44,1645.0,1739.43,5245.0,0.674,4.594,293.539,44.494919,Kepler
K01137.01,302.38867822,309.18675,3.1229,41320.0,40.73,238.0,0.76,5328.0,0.857,4.499,301.70923,44.281792,Kepler
K01411.01,305.0762469,294.06794,6.255,4042.8,7.82,284.0,1.53,5716.0,1.155,4.348,298.99509,45.909512,Kepler
K01744.01,5.24372504,132.7225,17.136,234.4,20.41,1017.0,253.25,5772.0,0.867,4.452,291.91602,41.74741,Kepler
K01740.01,18.795269797,138.6686066,9.9816,28241.0,30.77,899.0,154.05,5623.0,1.841,3.925,286.83035,42.279202,Kepler
K01918.01,42.2625935,152.31269,4.465,692.2,12.62,855.0,126.27,5432.0,3.581,3.55,293.93689,42.961559,Kepler
K01748.01,3.549386251,134.247174,2.4342,50664.0,24.15,1142.0,402.76,5759.0,0.892,4.495,286.42599,43.264278,Kepler
K01943.01,29.92208104,146.00807,2.7716,345.3,3.09,782.0,88.52,6127.0,1.637,4.055,287.23676,43.567211,Kepler
K07815.01,0.566812588,131.79719,3.596,17.1,0.71,3089.0,21653.56,6194.0,1.718,3.971,291.5907,42.669891,Kepler
K02262.01,9.94221873,133.84961,2.453,486.5,19.64,754.0,76.56,5213.0,0.917,4.434,298.64505,42.089851,Kepler
K02267.01,9.06557317,135.15009,1.6208,243.4,1.46,880.0,141.9,6075.0,0.916,4.51,287.79138,42.574108,Kepler
K02268.01,4.9432827,132.8581,40.01,27.1,1.21,1739.0,2161.95,6701.0,2.236,3.907,290.30646,45.750931,Kepler
K02270.01,7.35390869,132.01829,2.061,92.9,2.29,1483.0,1141.53,6385.0,2.327,3.868,298.26663,46.412991,Kepler
K02275.01,15.7455586,145.54111,13.877,161.1,1.41,743.0,71.98,6089.0,0.95,4.495,293.67361,42.666458,Kepler
K07825.01,0.566796615,131.8009,1.999,47.8,0.59,2077.0,4426.68,5858.0,0.849,4.553,291.82965,42.737679,Kepler
K02135.03,8.48651582,138.01698,5.267,110.8,1.34,1060.0,298.03,6178.0,1.267,4.269,296.80344,46.74115,Kepler
K03950.01,2.189092892,132.082757,5.1128,1871.5,33.45,1446.0,1034.43,6106.0,0.966,4.487,285.87708,39.690689,Kepler
K03951.01,2.40435335,133.22999,4.07,70.6,3.05,2454.0,8577.88,6103.0,3.358,3.568,299.70813,40.921909,Kepler
K03952.01,220.9290121,240.81927,7.335,2456.5,5.24,299.0,1.89,5893.0,0.941,4.483,296.03668,47.180119,Kepler
K03953.01,3.1877519,134.418,14.836,452.3,19.66,1141.0,400.3,5532.0,0.896,4.489,285.37082,47.946499,Kepler
K07835.01,3.76565247,132.52476,1.557,92.4,0.87,1108.0,356.3,5815.0,0.877,4.54,293.13828,42.965141,Kepler
K01351.01,10.72396374,357.14874,3.8439,13518.0,39.84,783.0,88.64,5582.0,0.905,4.445,296.01447,42.422279,Kepler
K01195.01,119.67747,415.4806,32.274,3254.1,36.8,379.0,4.9,6075.0,0.969,4.486,291.16675,38.78019,Kepler
K01483.01,185.9526325,288.874323,3.5964,11107.0,50.98,343.0,3.28,5813.0,1.164,4.33,289.1524,50.253159,Kepler
K00111.04,103.62650922,426.3726042,6.89,,,,,,,,287.60461,42.166779,Kepler
K01611.01,41.077590334,173.7358974,6.20583,134480.0,23.2,346.0,3.37,4451.0,0.62,4.654,289.07571,51.757439,Kepler
K01624.01,2.99540439,132.78128,6.172,223.2,65.37,2195.0,5493.46,6106.0,3.09,3.633,299.12851,41.58754,Kepler
K07846.01,10.5994606,134.8329,9.484,128.8,1.28,896.0,152.67,6194.0,1.069,4.445,287.81284,43.362549,Kepler
K01817.01,63.934965,162.84507,12.71,1119.5,44.59,525.0,18.0,5209.0,1.595,3.999,299.59305,43.693089,Kepler
K01869.01,38.4769457,150.56893,5.825,259.4,4.79,814.0,103.72,6079.0,2.163,3.834,283.19598,43.890968,Kepler
K01951.01,37.3228722,152.83532,7.2146,307.5,35.34,1654.0,1769.88,4907.0,19.53,2.41,284.51019,43.961658,Kepler
K02030.01,1.664980224,131.68433,1.7455,230.8,3.68,1921.0,3223.3,5792.0,1.567,4.058,296.52682,43.960232,Kepler
K01752.01,16.6094904,147.61311,3.189,272.9,1.82,766.0,81.28,6047.0,1.05,4.395,300.43979,43.930729,Kepler
K07816.01,0.566789505,131.8313,5.835,54.6,3.37,2038.0,4051.92,5894.0,0.784,4.585,291.70721,42.61335,Kepler
K02277.01,2.62982665,132.08013,6.213,126.4,17.88,1968.0,3542.64,6712.0,1.846,4.053,293.20831,38.003319,Kepler
K02284.01,2.69787749,133.65962,1.915,116.8,1.5,1512.0,1235.14,5609.0,1.348,4.114,291.69385,38.964069,Kepler
K02292.01,5.23340265,133.1457,3.242,242.1,1.15,851.0,124.02,5266.0,0.741,4.611,282.04895,42.871109,Kepler
K02301.01,3.51289168,133.79619,3.313,131.0,1.12,1161.0,429.42,5523.0,0.981,4.395,295.98465,50.248199,Kepler
K02061.01,14.092583189,141.1447066,4.1536,530.4,1.82,597.0,30.1,5081.0,0.77,4.596,291.65952,50.583881,Kepler
K07826.01,9.087508013,137.2042403,2.7597,140.6,1.37,987.0,224.7,6078.0,1.119,4.297,292.73621,42.75972,Kepler
K03954.01,0.65244373,132.05504,1.471,610.7,2.17,1969.0,3546.43,5638.0,0.883,4.488,292.39539,43.869068,Kepler
K03955.01,1.332564704,132.04974,5.9775,1049.5,30.04,1692.0,1945.27,6046.0,0.972,4.486,295.2269,46.772869,Kepler
K03956.01,2.636899795,132.07629,0.9105,426.2,49.84,1179.0,456.22,5524.0,0.847,4.54,297.55859,40.63467,Kepler
K03957.01,0.660629055,131.86099,5.894,231.6,17.38,2032.0,4040.43,6024.0,0.849,4.55,295.5495,43.047722,Kepler
K03958.01,0.885123683,131.88646,3.3865,113.3,1.14,1961.0,3477.17,5979.0,0.998,4.44,298.83673,43.44302,Kepler
K07836.01,471.65421,421.64532,3.456,479.7,4.11,313.0,2.26,6061.0,1.653,4.025,295.87747,42.983631,Kepler
K01625.01,1.221204888,133.61014,1.8511,111.6,1.1,1772.0,2334.4,5874.0,0.997,4.378,298.84198,41.631531,Kepler
K01617.01,135.90795753,199.74974,1.83,,,,,,,,298.20071,41.72921,Kepler
K01620.01,0.959853772,131.85197,1.9163,55.8,1.3,2468.0,8768.54,6061.0,1.653,4.025,298.55786,41.82563,Kepler
K01631.01,0.592243731,131.654831,1.386,3992.4,6.77,1551.0,1361.22,4920.0,0.591,4.664,290.28094,45.46426,Kepler
K01634.01,46.882525,174.9031,1.93,343.5,1.91,513.0,16.4,6045.0,0.955,4.494,297.89221,47.498089,Kepler
K01614.01,20.7191626,143.30626,3.912,184.4,1.85,790.0,92.2,5837.0,1.366,4.143,281.27295,47.774399,Kepler
K07847.01,399.37587,300.0792,21.25,552.2,3.93,326.0,2.66,6098.0,1.618,4.069,289.7308,43.497368,Kepler
K01919.01,16.60973843,147.6085,4.515,667.8,6.64,579.0,26.59,5238.0,0.752,4.603,300.4472,43.929539,Kepler
K01743.01,54.323118,153.7774,25.863,538.0,5.06,706.0,58.78,6988.0,1.67,4.155,300.79263,43.96748,Kepler
K01741.01,5.803127153,136.101253,4.9041,58570.0,19.04,886.0,145.32,5533.0,0.795,4.577,296.49356,44.052319,Kepler
K01767.01,35.51619219,165.930432,2.5,10984.0,719.49,504.0,15.2,5514.0,0.871,4.505,287.8569,44.102798,Kepler
K01769.01,0.589049151,132.1792702,2.25397,61953.0,39.51,1959.0,3495.15,5592.0,0.771,4.51,296.60672,44.472919,Kepler
K02065.01,80.2321467,162.39301,4.656,888.7,3.24,380.0,4.91,5436.0,0.888,4.505,282.86319,41.79668,Kepler
K02068.01,41.88970036,172.00102,1.35,1304.4,32.16,515.0,16.66,5952.0,0.907,4.519,295.46463,47.90807,Kepler
K02070.01,1.791406261,132.99503,2.8159,345.5,4.51,1579.0,1466.9,6092.0,1.028,4.453,288.51645,41.381962,Kepler
K02077.01,1.25483232,132.18633,2.67,117.6,2.89,2748.0,13493.55,6168.0,2.572,3.75,297.13702,39.891842,Kepler
K02085.01,5.71483873,132.13046,2.748,286.2,1.26,842.0,118.73,5193.0,0.755,4.535,299.78946,44.171001,Kepler
K07828.01,17.5859472,138.7798,3.815,509.5,2.24,700.0,56.81,5780.0,1.0,4.438,294.85565,42.790672,Kepler
K03959.01,1.332567005,132.0492,6.3373,401.3,27.36,2007.0,3837.83,6388.0,1.223,4.284,292.60968,45.708881,Kepler
K02147.02,10.32736351,139.37228,1.889,126.9,1.25,838.0,116.56,5757.0,1.017,4.431,291.77164,47.5299,Kepler
K03960.01,2.54557259,132.69874,5.636,529.0,1.97,1234.0,549.8,5718.0,0.863,4.549,298.8461,43.403519,Kepler
K03961.01,0.704541784,132.18236,1.0726,275.2,1.72,2121.0,4778.23,6063.0,1.012,4.476,288.08798,43.208172,Kepler
K03962.01,0.697996932,132.136059,4.3323,9094.6,28.06,1604.0,1560.69,5176.0,0.695,4.636,299.33234,40.69503,Kepler
K03963.01,6.63449721,134.16545,22.982,919.1,85.25,1719.0,2067.13,6487.0,2.817,3.696,295.73996,38.862282,Kepler
K01623.01,110.9215892,174.22374,5.282,498.0,3.71,443.0,9.12,5725.0,1.384,4.148,285.90607,49.287521,Kepler
K01657.01,3.88673217,136.94489,20.491,761.7,21.04,1050.0,287.4,5798.0,0.767,4.589,294.34216,39.562359,Kepler
K01658.01,1.544928892,133.5487914,1.43586,5817.3,13.43,1997.0,3765.46,6309.0,1.412,4.199,294.19211,39.618999,Kepler
K01663.01,11.76921923,138.41222,3.219,519.3,3.12,868.0,134.04,6215.0,1.052,4.44,292.79404,40.074581,Kepler
K01664.01,44.638983058,156.45087,3.04001,36830.0,50.33,551.0,21.86,6197.0,1.035,4.449,293.02615,40.073051,Kepler
K03104.01,1.236866732,132.1776,1.242,187.2,1.75,1569.0,1439.3,5621.0,0.879,4.514,296.68945,49.44677,Kepler
K03118.01,174.95980475,151.16448,5.23,,,,,,,,291.97382,48.26231,Kepler
K03121.01,1.926888595,131.63323,1.235,130.0,1.31,1619.0,1622.18,6268.0,1.1,4.429,297.53055,48.38747,Kepler
K01422.05,34.1420506,136.03624,2.945,788.0,1.06,248.0,0.89,3526.0,0.383,4.866,286.54001,49.437328,Kepler
K03133.01,0.241842544,131.86819,0.7257,203.3,1.16,2689.0,12357.89,5834.0,0.797,4.577,288.24615,43.135841,Kepler
K03134.01,0.865759153,131.57771,0.8408,191.6,1.53,2100.0,4616.69,6249.0,1.076,4.428,289.25012,41.484871,Kepler
K03137.01,1.332035996,131.58386,1.391,136.8,0.85,1365.0,823.09,5376.0,0.73,4.616,285.20944,46.540909,Kepler
K03138.01,8.68910764,133.23559,1.1627,1679.0,0.49,211.0,0.47,2703.0,0.118,5.274,292.50378,41.830421,Kepler
K03139.01,0.63624396,131.968841,4.0,,,,,,,,297.15662,40.898788,Kepler
K03143.01,4.4040248,134.00341,2.41,,,,,,,,281.11948,42.9944,Kepler
K03149.01,9.81101738,134.18676,2.09,,,,,,,,286.65024,47.242329,Kepler
K00351.05,8.71980135,139.52134,3.7454,160.4,1.53,987.0,224.47,5970.0,1.2,4.317,284.4335,49.305161,Kepler
K00351.06,7.00821787,137.67164,3.812,116.4,1.29,1062.0,300.58,5970.0,1.2,4.317,284.4335,49.305161,Kepler
K02881.01,0.903583394,131.877566,1.5942,1027.1,33.18,2162.0,5162.98,6455.0,1.101,4.41,288.17081,43.501202,Kepler
K02893.01,0.99014722,132.02928,0.9394,321.1,1.34,1433.0,997.75,5072.0,0.747,4.606,289.20413,46.133911,Kepler
K02902.01,138.61227705,170.98026,13.79,,,,,,,,292.44772,47.858952,Kepler
K02909.01,0.77359329,132.09232,1.7603,80.6,0.82,1890.0,3022.82,5747.0,0.907,4.508,296.23697,43.014149,Kepler
K02916.01,0.306937807,131.635518,0.5925,119.2,0.82,2142.0,5019.53,5088.0,0.741,4.58,287.73572,42.823421,Kepler
K02925.01,0.716531851,131.7213,0.655,78.9,1.11,2034.0,4063.57,5552.0,1.03,4.349,298.29819,42.434368,Kepler
K02934.01,0.637487312,131.97829,1.9626,211.3,1.75,2334.0,7053.67,6173.0,1.083,4.39,285.5463,48.410851,Kepler
K00918.02,5.71489488,134.87432,2.0705,292.5,1.41,908.0,160.68,5552.0,0.833,4.555,283.97751,44.811562,Kepler
K00966.02,7.76967007,133.0900444,4.74,,,,,,,,290.91119,38.335579,Kepler
K01961.02,76.642481,143.224,5.476,64.5,1.36,542.0,20.44,5537.0,1.714,3.949,287.57117,42.813919,Kepler
K02037.02,5.47715718,352.84857,1.3849,568.4,2.17,892.0,149.23,5029.0,0.93,4.429,284.34274,46.316551,Kepler
K02473.02,73.45736853,373.2353172,5.28,,,,,,,,291.95999,44.900021,Kepler
K02533.02,9.49361221,136.1777807,6.52,,,,,,,,286.71564,48.645279,Kepler
K02570.02,4.4296786,133.1491002,1.96,,,,,,,,297.29269,48.11438,Kepler
K02586.02,5.9703813,356.5416,0.669,210.3,1.69,981.0,218.94,5825.0,0.965,4.504,290.17618,46.698341,Kepler
K02612.02,7.57299816,131.94317,2.645,30.2,0.53,875.0,138.36,5495.0,0.961,4.442,297.14883,46.296951,Kepler
K02631.02,3.95383243,133.4182993,2.37,,,,,,,,282.23969,43.244049,Kepler
K01871.02,32.376183,150.41557,4.4639,745.4,2.26,392.0,5.61,4580.0,0.675,4.641,285.25366,46.582191,Kepler
K01783.02,284.063137,200.83619,8.297,1628.1,6.36,321.0,2.51,5791.0,1.336,4.185,289.34143,46.988239,Kepler
K02940.01,129.68366098,244.8914,7.86,,,,,,,,288.28134,46.637909,Kepler
K02941.01,4.30908594,134.70804,1.52,160.8,1.62,1172.0,445.13,5754.0,1.097,4.348,294.29269,46.159409,Kepler
K02947.01,57.104588,151.083,11.5,144.3,0.98,425.0,7.74,5637.0,0.821,4.564,291.38715,46.88168,Kepler
K02950.01,0.422015793,131.747838,1.23416,1291.9,6.69,2136.0,4962.18,5614.0,0.777,4.587,286.92056,41.371151,Kepler
K02953.01,0.945825494,131.62223,1.8496,104.7,1.14,1989.0,3715.61,6116.0,1.084,4.44,292.01581,42.286572,Kepler
K02954.01,0.676715927,131.7606,0.63,264.5,1.29,1735.0,2135.8,5334.0,0.733,4.56,294.34518,39.683929,Kepler
K02957.01,4.64490141,133.67436,2.456,106.4,0.76,832.0,113.62,4786.0,0.77,4.54,282.34305,48.340778,Kepler
K02974.01,0.576441813,131.68331,2.027,60.8,0.82,2471.0,8812.63,6459.0,1.038,4.425,289.82767,38.442619,Kepler
K02983.01,0.423854275,132.19107,1.0198,235.3,0.58,1062.0,301.79,3553.0,0.368,4.887,288.71979,40.986141,Kepler
K02988.01,2.43731228,132.06982,1.89,,,,,,,,292.3407,37.279861,Kepler
K02993.01,0.692693892,131.804922,1.2804,1433.7,32.44,2050.0,4160.84,5907.0,0.964,4.49,295.56525,49.073139,Kepler
K03001.01,0.768934934,131.740302,1.216,846.8,4.09,1713.0,2026.85,5390.0,0.777,4.535,289.92453,49.882469,Kepler
K03006.01,0.998212785,131.81898,2.489,118.8,1.1,1888.0,2998.77,6072.0,0.988,4.47,293.61337,44.975422,Kepler
K03009.01,0.764863517,132.13343,1.16,150.2,1.04,1733.0,2145.14,5231.0,0.86,4.476,290.08478,51.208599,Kepler
K03016.01,0.710894157,132.05192,1.0183,122.6,1.16,2098.0,4599.89,5862.0,1.049,4.424,297.94925,47.816399,Kepler
K03024.01,0.537839241,131.58521,2.169,23.5,1.49,4061.0,64294.62,6456.0,3.03,3.659,289.46765,52.19809,Kepler
K03044.01,0.373684977,131.963342,0.9621,456.8,2.25,2490.0,9009.0,5970.0,0.908,4.521,291.38965,45.527168,Kepler
K03046.01,1.10118564,132.61692,5.2,,,,,,,,290.41016,44.063541,Kepler
K03054.01,0.544962596,131.52348,1.085,247.9,1.03,1719.0,2074.18,5257.0,0.639,4.675,297.10153,41.876862,Kepler
K03062.01,0.769127296,131.56425,0.998,114.6,0.9,1917.0,3179.14,6024.0,0.831,4.561,293.57123,43.28648,Kepler
K03076.01,225.56791218,262.51086,6.31,,,,,,,,287.62094,49.584629,Kepler
K03077.01,4.09578199,131.61992,1.704,405.5,1.64,851.0,124.3,4791.0,0.742,4.577,292.03348,37.974548,Kepler
K00351.04,91.9401253,134.3,9.195,482.9,2.62,450.0,9.71,5970.0,1.2,4.317,284.4335,49.305161,Kepler
K03079.01,92.57337995,171.1309675,8.45,,,,,,,,298.81332,41.627468,Kepler
K03080.01,185.0097245,307.67922,17.96,,,,,,,,291.63528,47.932018,Kepler
K03094.01,4.5770016,132.09921,0.949,710.0,1.33,567.0,24.38,3805.0,0.497,4.767,288.87436,51.154121,Kepler
K03096.01,14.4540329,135.4521,7.183,79.7,0.72,676.0,49.51,5559.0,0.79,4.496,294.95102,43.012428,Kepler
K03100.01,0.812587678,131.56261,1.1144,62.9,1.54,2717.0,12840.3,6143.0,1.877,4.009,288.49313,42.692478,Kepler
K03102.01,9.3210841,138.09946,1.81,294.2,0.61,394.0,5.67,3773.0,0.35,4.925,297.96048,46.227921,Kepler
K03103.01,19.3073774,139.1411,3.437,31.7,1.21,1054.0,292.25,6131.0,2.142,3.776,288.27991,48.950523,Kepler
K00068.01,1.000840564,121.293771,1.3292,2714.4,80.25,3367.0,30248.83,6287.0,3.177,3.558,281.89307,44.827461,Kepler
K01599.02,13.6164547,140.93263,5.175,376.1,22.29,755.0,76.81,5823.0,0.972,4.472,298.37384,40.61842,Kepler
K02793.02,1.766789509,133.08336,1.3345,1009.8,1.4,730.0,66.95,3698.0,0.444,4.81,288.25058,46.679611,Kepler
K03077.02,7.55842923,137.9981,2.91,361.1,1.46,694.0,54.85,4791.0,0.742,4.577,292.03348,37.974548,Kepler
